transaction_id,bank_tier,client_segment,channel,card_brand,MTI,DE39_response_code,amount_usd,is_international,distance_from_home_km,approved,client_baseline_amount,is_fraud,is_night,time_since_last_txn_min,is_online,is_foreign_currency,mcc_fraud_rate
f142538a-36da-48f8-8f4a-ef68e9d205e5,0,1,3,1,100,0,280.38,0,2.4,1,559.41,0,1,9999.0,0,0.0,0.035986413292940424
bbf03bbf-4537-44e0-bb58-49ca8abdac26,0,2,3,0,100,0,55.83,0,339.0,1,385.38,0,1,9999.0,0,0.0,0.009674688595960818
195b4d80-dc02-4674-b8ea-a3f0b6c36fa7,0,0,3,0,100,0,122.83,0,710.0,1,718.22,0,1,9999.0,0,0.0,0.010711553175210406
ac57a729-2970-4d1d-a40a-a0abbc5a287e,0,0,1,0,100,0,81.36,0,18.8,1,318.11,0,1,9999.0,1,0.0,0.035986413292940424
bca13d99-c7d7-4dc1-b944-83a8f867d416,0,0,3,1,100,54,8.33,0,1164.0,0,668.35,0,1,9999.0,0,0.0,0.010145681581685745
11977335-b32f-4f62-a4b4-41bc4b3ce540,0,0,1,0,100,0,20.75,0,5.0,1,297.25,0,1,9999.0,1,0.0,0.035986413292940424
3c5d99a2-8996-473c-a585-c05eb4acc73f,0,0,0,0,100,0,92.52,0,23.6,1,720.26,0,1,9999.0,0,0.0,0.0421754339647548
5007bba7-a28e-4687-a518-39f9c44e0955,0,0,0,0,100,0,158.66,0,17.6,1,541.08,0,1,9999.0,0,0.0,0.0421754339647548
16679ac9-3089-4478-8b58-30b2c55c23dd,0,2,1,0,100,57,291.49,1,4511.0,0,312.72,1,1,-526860.0,1,1.0,0.1541135573580533
a0b03d00-4f81-4680-a615-4a03630d78a9,0,0,1,0,100,0,163.69,0,4.8,1,530.54,0,1,9999.0,1,0.0,0.043905635648754916
2dd6a32f-3ca3-4849-bb92-800b0f1186f9,0,2,1,1,100,96,200.12,1,3850.0,0,730.3,0,1,9999.0,1,1.0,0.009674688595960818
ea291522-77b4-41c9-96a4-3677b8fd9053,0,1,3,0,100,0,72.72,1,9066.0,1,825.16,0,1,9999.0,0,1.0,0.02567361464158617
82144932-4e95-469f-b578-9aded2c4a154,0,1,3,1,100,0,51.42,0,18.9,1,369.3,0,1,9999.0,0,0.0,0.009674688595960818
5fb4d15f-bb6e-46eb-bf4a-6adce707fe3f,0,1,1,0,100,0,265.32,0,4.9,1,776.27,0,1,9999.0,1,0.0,0.01804748062015504
f3f35c68-33b6-4800-8dba-ffe05f268492,0,0,3,1,100,0,392.14,1,10770.0,1,502.17,0,1,9999.0,0,1.0,0.06329113924050633
6530f9b7-855e-4a2f-b385-953c0c3445b1,0,0,1,0,100,0,8.89,0,24.6,1,310.41,0,1,9999.0,1,0.0,0.035986413292940424
00301303-d8c7-43f8-9e77-0725a5268219,0,0,0,0,100,0,95.71,1,2873.0,1,898.24,0,1,9999.0,0,1.0,0.0421754339647548
502c2580-1640-44b7-83dd-f4b6984f1b7e,0,0,0,0,100,0,55.56,1,3272.0,1,744.48,0,1,9999.0,0,1.0,0.0421754339647548
56aec525-2cac-4b06-bc9d-d0c50779786c,0,3,0,0,100,0,61.1,0,890.0,1,826.56,0,1,9999.0,0,0.0,0.0421754339647548
91d56524-086d-4b9b-82f0-ace140e3f66a,0,1,3,0,100,0,240.28,0,20.2,1,665.34,0,1,9999.0,0,0.0,0.035986413292940424
b4db12dc-4965-48b7-a368-112cd466067d,0,1,1,0,100,0,80.8,0,19.6,1,284.25,0,1,9999.0,1,0.0,0.043905635648754916
0b96ea96-f08a-4272-8e47-1573c5621063,0,1,1,1,100,0,74.88,0,0.0,1,772.82,0,1,9999.0,1,0.0,0.06547619047619048
d834752b-4e18-4ef3-8b15-3796970dfca7,0,0,0,1,100,0,2.96,0,316.0,1,587.72,0,1,9999.0,0,0.0,0.0421754339647548
93f67237-7940-4844-8270-84a8e58d28ea,0,0,1,0,100,0,486.5,0,15.7,1,473.3,0,1,9999.0,1,0.0,0.0091792656587473
71662e99-8398-4dd8-9067-5f2a0f5c7b72,0,1,1,0,100,0,129.19,0,14.3,1,726.18,0,1,9999.0,1,0.0,0.01804748062015504
0f00f39b-f8ba-491d-a977-96db9a188d09,0,0,3,0,100,0,9.74,0,12.0,1,469.0,0,1,9999.0,0,0.0,0.010145681581685745
cd182301-63b3-44e7-b26c-5191d84e793a,0,3,3,1,100,0,66.8,0,13.0,1,667.74,0,1,9999.0,0,0.0,0.010756819054936612
ce76ea70-1294-424d-a1c0-cd1d446ffdb1,0,0,1,0,100,0,163.44,0,19.4,1,677.75,0,1,9999.0,1,0.0,0.009674688595960818
b104e167-a64e-4494-8099-5223f66b164e,0,0,3,1,100,0,31.98,0,7.3,1,693.45,0,1,-526680.0,0,0.0,0.010479041916167664
fcfb80ec-6eab-4b9f-a3f4-e582d30b131a,0,0,1,1,100,0,72.14,0,9.0,1,718.24,0,1,9999.0,1,0.0,0.06547619047619048
ff2e1ed6-c851-452e-b9ef-5426ecf91421,0,0,2,1,100,0,32.78,0,19.6,1,683.84,0,1,9999.0,0,0.0,0.009868421052631578
8dd3a1ea-90b2-4090-9774-ef18e8293726,0,1,0,0,100,0,119.83,0,22.3,1,874.44,0,1,9999.0,0,0.0,0.0421754339647548
22ca1a06-65c8-4ac4-8400-fdfe209da1b5,0,2,3,0,100,0,30.59,0,17.1,1,851.0,0,1,9999.0,0,0.0,0.01139240506329114
79965d3e-1080-43f3-8aba-1ebed4c29dd3,0,2,1,0,100,0,26.88,0,1039.0,1,257.04,0,1,9999.0,1,0.0,0.01139240506329114
80696a2d-548a-4218-a8e2-060c9b0e1825,0,1,1,0,100,0,233.28,0,,1,831.46,0,1,9999.0,1,0.0,0.01804748062015504
067337f4-8371-4de0-a6b3-e71423fe2ece,0,4,0,0,100,0,123.84,0,22.3,1,643.99,0,1,9999.0,0,0.0,0.0421754339647548
dead3ad7-9a7a-4324-913d-ec14e947ef85,0,2,3,0,100,0,82.94,0,5.0,1,599.43,0,1,9999.0,0,0.0,0.01139240506329114
5cc5d5d8-d5c6-4c74-8e3e-05b308489510,0,1,0,0,100,0,52.23,0,0.2,1,355.86,0,1,9999.0,0,0.0,0.0421754339647548
